company_name,job_title,job_link,job_description,extracted_skills,date_scraped
Intuit,Data Engineer 2 (Mailchimp),https://www.linkedin.com/jobs/view/data-engineer-2-mailchimp-at-intuit-3903939352?position=1&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=sukoUviM6bBAblxPAC8Nvg%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found or couldn't be loaded,[],2024-04-21 15:53:59.643028
Qualcomm,Data Engineer,https://www.linkedin.com/jobs/view/data-engineer-at-qualcomm-3889559420?position=2&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=LbCRzaKVJFevVxkEpT%2F7XQ%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found or couldn't be loaded,[],2024-04-21 15:53:59.643028
Saragossa,"Data Engineer – Hedge Fund - $150,000-200,000 Salary + Bonuses",https://www.linkedin.com/jobs/view/data-engineer-%E2%80%93-hedge-fund-%24150-000-200-000-salary-%2B-bonuses-at-saragossa-3886268515?position=3&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=ysM5C20wypt6VSnY4RTqXQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Big tech is still pretty fragile and career outlook right now is very uncertain. What about working at a hedge fund where their growth is almost certain?This data engineering team hired multiple people last year – most from big-tech – and plan to do the same this year.A large portion of your work will technically be non-finance, with the main finance focused work completed by other teams. The real-world, complex data engineering problems are all yours.You’ll be joining a team that builds and has built thousands of ingestion pipelines, with data coming from every single potential avenue it possibly can. To get the best understanding of an investment, all data points are considered. You’ll bring the data into the business, build the data infrastructure around it and deliver the data to the right person in the business to build their investment models.Tech is also completely flexible. Most of the work is done within Python, C# and Scala with a range of databases. Snowflake is widely used, as are Docker and Kubernetes for containerisation. ETL and ELT tech are also used every day, primarily Airflow, Spark, Hive and a lot more.You’ll need to come from a strong academic background with some commercial experience in a data heavy software or data engineering role. Financial experience of some kind would be a huge plus, but absolutely not a requirement. Experience with as much of the tech stack above is preferred and most likely, but you don’t need experience with all. Picking up new tech will be part of your job.This is a $60 billion plus fund, where being at the cutting edge of technology in general, let alone finance, is key for them. With this amount of ambition, it’s why their bonuses can be some of the biggest in the industry. First year total compensation could be as high as $400,000 and this has the potential to get better year on year, based on your performance.When in the office you have a fully catered canteen with a Michelin standard chef, barista coffee, a gym and more.Want to explore (or to continue exploring) high-tech in the Hedge Fund world?No up-to-date resume required initially, we can work on updating it together if need be before submitting. Show more Show less Seniority level Associate Employment type Full-time Job function Information Technology, Engineering, and Finance Industries Software Development, Data Infrastructure and Analytics, and Technology, Information and Media","['Snowflake', 'Airflow']",2024-04-21 15:53:59.643028
Staples,Data Engineer III,https://www.linkedin.com/jobs/view/data-engineer-iii-at-staples-3889804536?position=4&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=tY5K68i%2By5hYjg4bHdCWWQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Direct message the job poster from Staples Loren Jenkins Loren Jenkins Hiring Technology Professionals for SDS - Staples Digital Solutions! Staples is business to business. You’re what binds us together.Our digital solutions team is more than a traditional IT organization. We are a team of passionate, collaborative, agile, inventive, customer-centric, results-oriented problem solvers. We are intellectually curious, love advancements in technology and seek to adapt technologies to drive Staples forward. We anticipate the needs of our customers and business partners and deliver reliable, customer-centric technology services.What you’ll be doing:Design, build and test end to end data pipeline including data ingestion (streaming, events, and batch), data integration, data curation.Build and support data platform on the cloud.Define and implement automation of jobs and testing.Optimize the data pipeline to support workloads and use cases.Support mission critical applications and near real time data needs from the data platform. Build and support reusable framework to ingest, integration and provision data.Capture and publish metadata and new data to subscribed users. Work collaboratively with product managers, data scientists as well as business partners and actively participate in solution thinking sessions.Participate in design and code reviews.Lead data disaster recovery planning and execution with the disaster recovery team and internal team members. Determine risk of various configurations and options for data administration and can communicate issues to managers and team.Lead and develop internal standards for data administration and data system documentation.Develop physical data design. Define, document, and execute, referential integrity requirements, constraints, and techniques. Identify index requirements and determine storage requirements. What you bring to the table:Strong knowledge of Data Management and Data AnalysisStrong interpersonal and communication skillsRetail/e-comm experience What’s needed- Basic Qualifications:Bachelor’s Degree 5+ years of Python, Pyspark experience5+ years of Snowflake experience5+ years of SQL experience5 years of Databricks experience2+ years of experience with cloud computing (Microsoft Azure) 5+ years of experience in Agile practices What’s needed- Preferred Qualifications:Master’s Degree Bias for action and a natural ability to work around impediments. Experience building multiple concurrent projects of high technical complexity We Offer:Inclusive culture with associate-led Business Resource GroupsFlexible PTO (22 days) and Holiday ScheduleOnline and Retail Discounts, Company Match 401(k), Physical and Mental Health Wellness programs, and more! Show more Show less Seniority level Mid-Senior level Employment type Full-time Job function Information Technology Industries Technology, Information and Media and IT Services and IT Consulting","['Snowflake', 'Databricks']",2024-04-21 15:53:59.643028
Netflix,Data Engineer (L4) - Privacy,https://www.linkedin.com/jobs/view/data-engineer-l4-privacy-at-netflix-3877633696?position=5&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=O48hLkuJBN47Wp0A%2B%2F360g%3D%3D&trk=public_jobs_jserp-result_search-card,"Netflix is enjoyed by more than 230 million members globally, entertaining new audiences every day. We are in the midst of major transformative developments for the Netflix product with the launch of an Advertising-supported plan, Games, and Live content. These new products, alongside our streaming service, have resulted in significant increases in the complexity and breadth of our internal data ecosystem. We manage one of the largest paid subscription businesses and are committed to handling our members’ data with a high degree of care towards appropriate use as well as compliance with local privacy laws and regulations in the 190+ countries where we operate.The Privacy and Legal Data Engineering pod builds scalable data management and extraction frameworks which are at the core of our ability to hold ourselves to the highest data privacy and hygiene standards in the industry.We are looking for a Data Engineer to help augment our ability to build these robust, scalable privacy-centric data frameworks. As part of this team, you will work on diverse data technologies such as Spark, Presto, Flink, Kafka, and others to build insightful, scalable and robust data pipelines; write ETL jobs to collect and aggregate data; and build high-quality data frameworks that enable appropriate handling of customer personal data.The ideal candidate will have a strong background in distributed data processing, have great data intuition, and share our passion for continuously improving the ways we handle data to make Netflix's data privacy posture better.Who You ArePassionate about consumer-centric data privacy and risk mitigation for the businessHighly proficient in at least one of Java, Python, or Scala with at least 2 years of software/data engineering experienceComfortable with advanced SQLExperienced in engineering data pipelines using big data technologies (Hive, Presto, Spark, Flink) on medium to large scale data setsExcel at taking requirements and implementing scalable data models and pipelines Excited about demonstrating excellence, learning new technologies, and growing your career What You Will DoEngineer efficient, adaptable, and scalable data pipelines to process structured and unstructured data Develop a good understanding of the data ecosystem at Netflix from a privacy lens Partner with the privacy engineering teams to understand product goals and provide data that enables us to respond to customer and regulatory data requests Maintain and rethink existing datasets and pipelinesJoin a stunning team of data engineers who enhance our data privacy posture and mitigate legal and regulatory riskA Few More Things To KnowOur culture is unique and we live by our values, so it's worth learning more about Netflix at jobs.netflix.com/culture. We regularly share examples of our work on our tech blog. You will need to be comfortable working in the most agile of environments. Requirements will be vague. Iterations will be rapid. You will need to be nimble and take smart risks.Our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top-of-market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $100,000 - $720,000.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more details about our Benefits here.Netflix is a unique culture and environment. Learn more here.We are an equal opportunity employer and celebrate diversity, recognizing that diversity of thought and background builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service. Show more Show less Seniority level Not Applicable Employment type Full-time Job function Information Technology Industries Entertainment Providers, Technology, Information and Internet, and Movies, Videos, and Sound","['Kafka', 'NiFi', 'presto']",2024-04-21 15:53:59.643028
WHOOP,Data Engineer I,https://www.linkedin.com/jobs/view/data-engineer-i-at-whoop-3893345035?position=6&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=fD59e3U%2FNu%2BprXnnyvJJEQ%3D%3D&trk=public_jobs_jserp-result_search-card,"At WHOOP, we're on a mission to unlock human performance. WHOOP empowers members to perform at a higher level through a deeper understanding of their bodies and daily lives.This person will work on large datasets that drive new product features at WHOOP, which is a critical part of our innovative solution. You will keep an eye on the customer experience, ensuring that all algorithms that are created work across WHOOP’s diverse member population.ResponsibilitiesOrganizing, validating, and preprocessing sensor data;Developing tools for visualization and data interpretation;Identifying issues related to data and data quality;Creating validations and automation of tests for the data and algorithms;Contributing to developing and maintaining infrastructure for data processing; andDeveloping analytical tools and programs.QualificationsMaster of Science (or equivalent foreign degree) in Computer Science, Computer Engineering, or a closely related field and two (2) years of experience as a software engineer/developer involving data generation, extraction and integration.Experience, which may have been gained concurrently, must include one year in the following: Data warehousing, data modeling, and building ETL pipelines Working with Python and SQL to extract and transform large datasets Data analysis and visualization using Python Working with Cloud Computing solutions or similar tools Generating Data Quality ReportsThis role is based in the WHOOP office located in Boston, MA. The successful candidate must be prepared to relocate if necessary to work out of the Boston, MA office.WHOOP is an Equal Opportunity Employer and participates in E-verify to determine employment eligibility. Show more Show less Seniority level Entry level Employment type Full-time Job function Information Technology Industries Wellness and Fitness Services",[],2024-04-21 15:53:59.643028
LinkedIn,Senior Data Engineer - Data Science,https://www.linkedin.com/jobs/view/senior-data-engineer-data-science-at-linkedin-3860537886?position=7&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=j%2BOSswuC0G9SoE5NGnjpdQ%3D%3D&trk=public_jobs_jserp-result_search-card,"LinkedIn is the world’s largest professional network, built to help members of all backgrounds and experiences achieve more in their careers. Our vision is to create economic opportunity for every member of the global workforce. Every day our members use our products to make connections, discover opportunities, build skills and gain insights. We believe amazing things happen when we work together in an environment where everyone feels a true sense of belonging, and that what matters most in a candidate is having the skills needed to succeed. It inspires us to invest in our talent and support career growth. Join us to challenge yourself with work that matters.This role will be based in Sunnyvale or San Francisco.At LinkedIn, we trust each other to do our best work where it works best for us and our teams. This role offers a hybrid work option, meaning you can work from home and commute to a LinkedIn office, depending on what’s best for you and when it is important for your team to be together. LinkedIn’s Data Science team leverages big data to empower business decisions and deliver data-driven insights, metrics, and tools in order to drive member engagement, business growth, and monetization efforts. With over 800 million members around the world, a focus on great user experience, and a mix of B2B and B2C programs, LinkedIn offers countless ways for an ambitious data engineer to have an impact and transform your career.We are now looking for a talented and driven individual to accelerate our efforts and be a major part of our data-centric culture. This person will work closely with various cross-functional teams such as product, marketing, sales, engineering, and operations to develop infrastructure and deliver tools or data structures that enable data-driven decision-making. Successful candidates will exhibit technical acumen and business savviness with a passion for making an impact by enabling both producers and consumers of data insight to work smarter.Responsibilities:● Work with a team of high-performing data science professionals, and cross-functional teams to identify business opportunities and build scalable data solutions.● Build data expertise, act like an owner for the company and manage complex data systems for a product or a group of products.● Perform all of the necessary data transformations to serve products that empower data-driven decision making.● Build and manage data pipelines, design and architect databases.● Establish efficient design and programming patterns for engineers as well as for non-technical partners.● Design, implement, integrate and document performant systems or components for data flows or applications that power analysis at a massive scale.● Ensure best practices and standards in our data ecosystem are shared across teams.● Understand the analytical objectives to make logical recommendations and drive informed actions.● Engage with internal platform teams to prototype and validate tools developed in-house to derive insight from very large datasets or automate complex algorithms.● Be a self-starter, Initiate and drive projects to completion with minimal guidance.● Contribute to engineering innovations that fuel LinkedIn’s vision and mission.Basic Qualifications:● Bachelor's Degree in a quantitative discipline: Computer science, Statistics, Operations Research, Informatics, Engineering, Applied Mathematics, Economics, etc.● 3+ years of relevant industry or relevant academia experience working with large amounts of data● Experience with SQL/Relational databases● Background in at least one programming languages (e.g., R, Python, Java, Scala, PHP, JavaScript)Preferred Qualifications:● BS and 5+ years of relevant work experience, MS and 3+ years of relevant work experience, or Ph.D. and 1+ years of relevant work/academia experience working with large amounts of data● MS or PhD in a quantitative discipline: statistics, operations research, computer science, informatics, engineering, applied mathematics, economics, etc.● Experience in developing data pipelines using Spark and Hive.● Experience with data modeling, ETL (Extraction, Transformation & Load) concepts, and patterns for efficient data governance. Experience with manipulating massive-scale structured and unstructured data.● Experience with using distributed data systems such as Spark and related technologies (Presto/Trino, Hive, etc.).● Experience with either data workflows/modeling, front-end engineering, or back-end engineering.● Deep understanding of technical and functional designs for relational and MPP Databases● Experience in data visualization and dashboard design including tools such as Tableau, R visualization packages, streamlit, D3, and other libraries, etc.● Knowledge of Unix and Unix-like systems, version control systems such as Git.Suggested Skills:● Distributed Systems● ETL● Data ModelingYou will Benefit from our Culture:We strongly believe in the well-being of our employees and their families. That is why we offer generous health and wellness programs and time away for employees of all levelsLinkedIn is committed to fair and equitable compensation practices. The pay range for this role is $117,000.00 to $192,000.00 Actual compensation packages are based on several factors that are unique to each candidate, including but not limited to skill set, depth of experience, certifications, and specific work location. This may be different in other locations due to differences in the cost of labor. The total compensation package for this position may also include annual performance bonus, stock, benefits and/or other applicable incentive compensation plans. For more information, visit https://careers.linkedin.com/benefits.Equal Opportunity Statement LinkedIn is committed to diversity in its workforce and is proud to be an equal opportunity employer. LinkedIn considers qualified applicants without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, marital status, pregnancy, sex, gender expression or identity, sexual orientation, citizenship, or any other legally protected class. LinkedIn is an Affirmative Action and Equal Opportunity Employer as described in our equal opportunity statement here: https://microsoft.sharepoint.com/:b:/t/LinkedInGCI/EeE8sk7CTIdFmEp9ONzFOTEBM62TPrWLMHs4J1C_QxVTbg?e=5hfhpE. Please reference https://www.eeoc.gov/sites/default/files/2023-06/22-088_EEOC_KnowYourRights6.12ScreenRdr.pdf and https://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf for more information. LinkedIn is committed to offering an inclusive and accessible experience for all job seekers, including individuals with disabilities. Our goal is to foster an inclusive and accessible workplace where everyone has the opportunity to be successful. If you need a reasonable accommodation to search for a job opening, apply for a position, or participate in the interview process, connect with us at accommodations@linkedin.com and describe the specific accommodation requested for a disability-related limitation. Reasonable accommodations are modifications or adjustments to the application or hiring process that would enable you to fully participate in that process. Examples of reasonable accommodations include but are not limited to: -Documents in alternate formats or read aloud to you -Having interviews in an accessible location -Being accompanied by a service dog -Having a sign language interpreter present for the interview A request for an accommodation will be responded to within three business days. However, non-disability related requests, such as following up on an application, will not receive a response. LinkedIn will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by LinkedIn, or (c) consistent with LinkedIn's legal duty to furnish information. Pay Transparency Policy Statement As a federal contractor, LinkedIn follows the Pay Transparency and non-discrimination provisions described at this link: https://lnkd.in/paytransparency. Global Data Privacy Notice for Job Candidates This document provides transparency around the way in which LinkedIn handles personal data of employees and job applicants: https://lnkd.in/GlobalDataPrivacyNotice Show more Show less Seniority level Not Applicable Employment type Full-time Job function Engineering Industries Technology, Information and Internet and IT Services and IT Consulting","['presto', 'Tableau']",2024-04-21 15:53:59.643028
Intuit,Data Engineer 2 (Mailchimp),https://www.linkedin.com/jobs/view/data-engineer-2-mailchimp-at-intuit-3903943032?position=8&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=7RzN%2Fj1bDRXAbMkwU0AH2w%3D%3D&trk=public_jobs_jserp-result_search-card,"OverviewIntuit is a global technology platform that helps consumers and small businesses overcome their most important financial challenges. Serving more than 100 million customers worldwide with TurboTax, Credit Karma, QuickBooks, and Mailchimp, we believe that everyone should have the opportunity to prosper. We never stop working to find new, innovative ways to make that possible.Intuit Mailchimp is a leading marketing platform for small businesses. We empower millions of customers around the world to build their brands and grow their companies with a suite of marketing automation, multi channel campaigns, CRM, and analytics tools.The Data Products team at Mailchimp is responsible for building capabilities on top of our BI platform that enables peeps from across the company to make better decisions with data. What that actually looks like is working with folks from across the company to understand their needs and then surface data in a meaningful way, across tools and teams, to help them drive the business forward. Day to day you’ll be building modeling data to feed analytical reports and data science models, optimizing and creating new ETL pipelines, or building data models in Looker or Qlik Sense. We have a lot of tools in our toolbelt, but all with the main goal of helping Mailchimp to continue to use data more effectively.What you'll bringStrong technical accomplishments in SQL and data analysis skillsExperience with data transformation orchestration tools like dbt or DataformBasic business intuition and ability to understand complex business systemsFamiliarity with additional transformation platforms like Apache Spark and BeamExperience with MPP databases such as BigQuery, Redshift, or Snowflake. We use BigQuery here at MailchimpExperience with visualization technologies like Looker, Tableau, or Qlik SenseExperience with GCP/AWS or other cloud providers is preferredFamiliarity with Python, Go, Java or another OOP language. Most of our tools are primarily built in PythonFamiliarity with ETL orchestration tools like Apache Airflow and Google DataflowHow you will leadPartner with teams across the business and third parties to understand their needs and come up with end-to-end data solutionsModel data to create core, governed data sets for the entire company to leverageBuild scalable transformation pipelines that enable teams to easily clean up, normalize, and govern data for broad consumptionManage and model data in visualization tools, to provide a collaborative data analytics platform for the companyBuild tools and processes to help make the right data accessible to the right peopleBecome a subject matter expert on the various datasets and tools we have at MailchimpWork with Data Stewards to better document our data Show more Show less Seniority level Associate Employment type Full-time Job function Information Technology Industries Software Development","['Snowflake', 'Redshift', 'BigQuery', 'Airflow', 'dbt', 'Tableau', 'Looker']",2024-04-21 15:53:59.643028
"Trepp, Inc.",Intern - Data Engineer,https://www.linkedin.com/jobs/view/intern-data-engineer-at-trepp-inc-3866288997?position=9&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=xxd6vG7JHktKSS8dTHKAuQ%3D%3D&trk=public_jobs_jserp-result_search-card,"(This position is based in Trepp's NYC office which operates in a hybrid work schedule) The Data Operations Group at Trepp is responsible for creating and developing our suite of software products responsible for our core applications. Being a member of the Data Operations Group allows you the flexibility to learn and hone your skills on various tools and technologies. You will have the opportunity of working with and creating services and pipelines used by teams including Structured Finance Modelers, Research, and Data Platform. Our products focus on data and analytics in structured finance (CMBS), collateralized loan obligations (CLO), commercial real estate (CRE), and banking & lending. This team works closely with our Product Groups to always refine & improve our product and feature sets, data capabilities and delivery, along with creating new Product Workflows. About this role: As a Data Engineer-Intern, you are responsible for helping the data group build quality products for Trepp’s data organization. The position requires technical skills and must be able to work collaboratively with a group of high performing individuals. The role involves data engineering skills to build reliable data pipelines with low latency and to address the needs of Stakeholders. Responsibilities: Ability to quickly learn, understand, and work with new emerging technologies, and methodologies A drive to work on financial data systems & pipelines including experience working with large datasets Work effectively with other engineers, product managers in a collaborative environment Involve in identifying data quality issues and apply techniques to improve the same Understand the requirements of stakeholders to build optimal solutions for various data challenges Qualifications: Pursuing bachelor's or master's degree in computer science or in a related field Understanding of data engineering and data modeling Strong analytical, comprehension and problem-solving skills 1+ years of academic or industry experience with Python or Java, or Scala 1+ years of experience with SQL Experience with Agile and SDLC, Git workflows, and CI/CD Preferred Skills: Experience with cloud services like AWS and/or GCP Knowledge of RESTful services and APIs Experience building data pipelines using Spark/Airflow Exposure to pub-sub messaging systems like Kafka Be a Part of Trepp’s Summer Internship ProgramTrepp’s Summer Internship is a robust program that allows students to gain exposure to our unique business and industry. By being a member of our growing organization, interns will work alongside our talented and committed professionals who will help them build a strong foundation for achieving career goals.Our interns get the opportunity to grow their network and enhance their skill set; leverage what they've learned in the classroom, while also being challenged with meaningful projects that drive impactful changes to our business. From day one, our interns receive formal and informal training to help them excel in their new roles. Our inclusive and collaborative environment encourages them to bring their unique and diverse perspectives to the table.SalaryHourly rate starting from $20 (commensurate with experience) plus over-time eligible.Workplace PolicyNYC, PA, and London office-based positions: Trepp’s offices follows a 3-2 hybrid-working policy with the expectation of in-office work on Tuesday-Thursday and the option to work from home on Monday and Friday.Trepp, Inc. is an equal opportunity / affirmative action employer, complying with all laws governing employment in each jurisdiction in which operating, and provides equal opportunity to all applicants and employees. All qualified applicants will be considered without regard to race, color, religion, gender, national origin, age, disability, marital or protected veteran status, sexual orientation, gender identity and other status protected by applicable laws. Show more Show less Seniority level Internship Employment type Internship Job function Marketing Industries Financial Services and Information Services","['Kafka', 'Airflow']",2024-04-21 15:53:59.643028
Tapcheck,Data Engineer,https://www.linkedin.com/jobs/view/data-engineer-at-tapcheck-3903721674?position=10&pageNum=0&refId=gSefy%2BzNvtyGZF4PXvW%2FDQ%3D%3D&trackingId=WSC4j6%2FG5RdrdOh236V1iw%3D%3D&trk=public_jobs_jserp-result_search-card,"Tapcheck is looking for a Data Engineer to join our growing Data team. In this role you will partner closely with stakeholders to gather requirements and play a crucial role in shaping the future of Tapcheck's data infrastructure.What You’ll Do:Collaborate with business stakeholders to gather and translate their requirements into actionable data solutionsDesign, develop, and maintain data pipelines using Azure Data Factory, with SQL queries as the primary transformation stepsImplement data quality checks to ensure data accuracy and consistencyPerform data analysis and reconciliation, supporting business users in their reporting needsUtilize Omni Analytics, our new BI tool, to build insightful reports and dashboardsContribute to the modern data stack and drive the migration towards a formal data warehouseWhat You’ll Bring:3+ years of experience as a BI / data engineer, preferably in a smaller company or start-up environmentStrong attention to detail and ability to work with complex data setsProficiency in SQL, including the mastery of subqueries, CTEs, and window functionsExperience with data pipeline and ETL tools (Azure Data Factory, DBT, Fivetran)Familiarity with reporting and visualization tools such as Looker and Omni AnalyticsKnowledge of modern data warehousing concepts and dimensional modelingExcellent communication and interpersonal skillsCompensation: $105,000 - $115,000. The actual base salary will depend on numerous factors such as: location, experience, training, knowledge. and skills. Tapcheck reserves the right to amend, change, alter, and revise pay ranges and benefits offerings at any time. All applicants acknowledge that by applying to this position you understand that this specific pay range is contingent upon meeting the qualifications and requirements of the role, and for the successful completion of the interview selection and process. It is at the Company's discretion to determine what pay is provided to a candidate within the range associated with the role.About Tapcheck:Tapcheck is a digital platform offering an easy and convenient way to access on-demand earnings early. Available at no cost to employers, our app-based on-demand pay solution helps relieve the financial stress that many employees experience on a daily basis.The Tapcheck team is passionate about our mission to improve financial wellness and boost business productivity. By giving workers the ability to transfer wages they’ve earned directly to their bank account or pay card without waiting for payday, Tapcheck eliminates the need for high-interest payday loans or employer-funded cash advances.How We Get Things Done:Our core values act as a steadfast guide, directing our decisions and anchoring our actions. We consider these values non-negotiable, especially when it comes to our hiring process. Humility: We believe in the power of humility. We value team players who are down-to-earth, respectful, and open to learning from others. Our employees approach challenges with a positive attitude, acknowledging their strengths and weaknesses while celebrating the achievements of their colleagues Grit: We admire individuals with grit – those who demonstrate unwavering determination and resilience in the face of obstacles. At Tapcheck, we take pride in overcoming challenges together, pushing the boundaries of what is possible, and embracing failure as an opportunity for growth Raising the Bar: Continuous improvement is at the heart of our culture. We are committed to setting high standards and pushing ourselves to exceed them. We seek employees who are innovative and strive for excellence, constantly seeking ways to enhance our products, services, and processes Striving for Growth: We foster an environment that encourages personal and professional development. Our employees are driven to learn, grow, and adapt to new circumstances. We support individuals who take initiative, seek out new challenges, and actively contribute to their own growth and the growth of the companyWhy Join Tapcheck?Competitive basePaid Time OffHealth InsuranceDental InsuranceVision Insurance401K MatchEqual Employment Opportunity PolicyTapcheck, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. Show more Show less Seniority level Entry level Employment type Full-time Job function Engineering Industries Technology, Information and Internet","['dbt', 'Fivetran', 'Looker']",2024-04-21 15:53:59.643028
